FECHA,TotalA,TotalB,TotalC,Total,<=30A,<=30B,<=30C,<=30,31-40A,31-40B,31-40C,31-40,41-50A,41-50B,41-50C,41-50,51-60A,51-60B,51-60C,51-60,61-70A,61-70B,61-70C,61-70,71-80A,71-80B,71-80C,71-80,81-90C,>=91C,>=81A,>=81B,>=81
2020-12-29,0.00021719014476958662,0.0,0,0.00021719014476958662,8.815980544960669e-05,0.0,0,8.815980544960669e-05,0.0004703485347667765,0.0,0,0.0004703485347667765,0.0004943142151649042,0.0,0,0.0004943142151649042,0.0004013849312130404,0.0,0,0.0004013849312130404,1.0273972602739726e-05,0.0,0,1.0273972602739726e-05,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0
2020-12-30,0.000469819998790498,0.0,0,0.000469819998790498,0.0002062606769009666,0.0,0,0.0002062606769009666,0.0010035547078203573,0.0,0,0.0010035547078203573,0.0010542246294986107,0.0,0,0.0010542246294986107,0.0008517939761620247,0.0,0,0.0008517939761620247,2.0547945205479453e-05,0.0,0,2.0547945205479453e-05,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0
2020-12-31,0.0004951805246767671,0.0,0,0.0004951805246767671,0.00021457763967923138,0.0,0,0.00021457763967923138,0.0010620773365701405,0.0,0,0.0010620773365701405,0.0011174781072685275,0.0,0,0.0011174781072685275,0.000891626068572479,0.0,0,0.000891626068572479,2.3972602739726026e-05,0.0,0,2.3972602739726026e-05,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0
2021-01-01,0.000495505659624027,0.0,0,0.000495505659624027,0.00021457763967923138,0.0,0,0.00021457763967923138,0.0010642448413386509,0.0,0,0.0010642448413386509,0.0011174781072685275,0.0,0,0.0011174781072685275,0.000891626068572479,0.0,0,0.000891626068572479,2.3972602739726026e-05,0.0,0,2.3972602739726026e-05,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0
2021-01-02,0.000618731804635514,0.0,0,0.000618731804635514,0.00024950888334794347,0.0,0,0.00024950888334794347,0.0013850355470782037,0.0,0,0.0013850355470782037,0.001382205625342623,0.0,0,0.001382205625342623,0.0011183625946012195,0.0,0,0.0011183625946012195,3.082191780821918e-05,0.0,0,3.082191780821918e-05,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0
2021-01-03,0.0006665266418827134,0.0,0,0.0006665266418827134,0.00026780620146012597,0.0,0,0.00026780620146012597,0.001519420842725854,0.0,0,0.001519420842725854,0.0014735717598991693,0.0,0,0.0014735717598991693,0.0011918987652051352,0.0,0,0.0011918987652051352,3.082191780821918e-05,0.0,0,3.082191780821918e-05,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0
2021-01-04,0.0009406154024227756,0.0,0,0.0009406154024227756,0.00039089725057844473,0.0,0,0.00039089725057844473,0.002150164730362407,0.0,0,0.002150164730362407,0.002047538502626191,0.0,0,0.002047538502626191,0.0016760118883475809,0.0,0,0.0016760118883475809,3.424657534246575e-05,0.0,0,3.424657534246575e-05,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0
2021-01-05,0.001330127069240088,0.0,0,0.001330127069240088,0.000554741417310261,0.0,0,0.000554741417310261,0.0030973643142014912,0.0,0,0.0030973643142014912,0.00283469289265182,0.0,0,0.00283469289265182,0.0023592854735422987,0.0,0,0.0023592854735422987,4.794520547945205e-05,0.0,0,4.794520547945205e-05,4.555538851913098e-06,0.0,0,4.555538851913098e-06,0,0,0.0,0.0,0.0
2021-01-06,0.0017469500716272288,0.0,0,0.0017469500716272288,0.0007485266500438304,0.0,0,0.0007485266500438304,0.004029391364661002,0.0,0,0.004029391364661002,0.0036897862032451378,0.0,0,0.0036897862032451378,0.0031314152648834145,0.0,0,0.0031314152648834145,5.479452054794521e-05,0.0,0,5.479452054794521e-05,4.555538851913098e-06,0.0,0,4.555538851913098e-06,0,0,0.0,0.0,0.0
2021-01-07,0.002206690887052671,0.0,0,0.002206690887052671,0.0009489654530000116,0.0,0,0.0009489654530000116,0.005084966186925611,0.0,0,0.005084966186925611,0.0046456165339905445,0.0,0,0.0046456165339905445,0.003983209241045439,0.0,0,0.003983209241045439,5.479452054794521e-05,0.0,0,5.479452054794521e-05,4.555538851913098e-06,0.0,0,4.555538851913098e-06,0,0,0.0,0.0,0.0
2021-01-08,0.0028062397297998532,0.0,0,0.0028062397297998532,0.001241722542794932,0.0,0,0.001241722542794932,0.006443991676781689,0.0,0,0.006443991676781689,0.00588725887540002,0.0,0,0.00588725887540002,0.004985139565523792,0.0,0,0.004985139565523792,8.219178082191781e-05,0.0,0,8.219178082191781e-05,4.555538851913098e-06,0.0,0,4.555538851913098e-06,0,0,0.0,0.0,0.0
2021-01-09,0.002949299106594192,0.0,0,0.002949299106594192,0.0012866341417975618,0.0,0,0.0012866341417975618,0.006816802496965493,0.0,0,0.006816802496965493,0.00621055442844626,0.0,0,0.00621055442844626,0.005218004105769525,0.0,0,0.005218004105769525,8.219178082191781e-05,0.0,0,8.219178082191781e-05,4.555538851913098e-06,0.0,0,4.555538851913098e-06,0,0,0.0,0.0,0.0
2021-01-10,0.003133650621690533,0.0,0,0.003133650621690533,0.0013540015403015065,0.0,0,0.0013540015403015065,0.007337003641408011,0.0,0,0.007337003641408011,0.00657367624527356,0.0,0,0.00657367624527356,0.005490700738425713,0.0,0,0.005490700738425713,8.904109589041096e-05,0.0,0,8.904109589041096e-05,4.555538851913098e-06,0.0,0,4.555538851913098e-06,0,0,0.0,0.0,0.0
2021-01-11,0.0037345000042267543,0.0,0,0.0037345000042267543,0.001660897466819477,0.0,0,0.001660897466819477,0.008780561817235999,0.0,0,0.008780561817235999,0.007738008780519803,0.0,0,0.007738008780519803,0.006443606949168122,0.0,0,0.006443606949168122,0.00010616438356164384,0.0,0,0.00010616438356164384,4.555538851913098e-06,0.0,0,4.555538851913098e-06,0,0,0.0,0.0,0.0
2021-01-12,0.0042800764457288,0.0,0,0.0042800764457288,0.0018979309060000232,0.0,0,0.0018979309060000232,0.010130917288018034,0.0,0,0.010130917288018034,0.008768806196029556,0.0,0,0.008768806196029556,0.007448601280754971,0.0,0,0.007448601280754971,0.00011301369863013699,0.0,0,0.00011301369863013699,4.555538851913098e-06,0.0,0,4.555538851913098e-06,0,0,0.0,0.0,0.0
2021-01-13,0.00472095943421317,0.0,0,0.00472095943421317,0.0021125085456792547,0.0,0,0.0021125085456792547,0.011186492110282643,0.0,0,0.011186492110282643,0.009614528621027331,0.0,0,0.009614528621027331,0.008211539050770598,0.0,0,0.008211539050770598,0.00011643835616438356,0.0,0,0.00011643835616438356,4.555538851913098e-06,0.0,0,4.555538851913098e-06,0,0,0.0,0.0,0.0
2021-01-14,0.005439832802604721,0.0,0,0.005439832802604721,0.002485108478145517,0.0,0,0.002485108478145517,0.012872810820183805,0.0,0,0.012872810820183805,0.011041245952948784,0.0,0,0.011041245952948784,0.009360541716456783,0.0,0,0.009360541716456783,0.00011986301369863014,0.0,0,0.00011986301369863014,4.555538851913098e-06,0.0,0,4.555538851913098e-06,0,0,0.0,0.0,0.0
2021-01-15,0.006547892702866325,0.0,0,0.006547892702866325,0.0030381865029001248,0.0,0,0.0030381865029001248,0.015549679209294261,0.0,0,0.015549679209294261,0.013189521475727063,0.0,0,0.013189521475727063,0.01116217789625272,0.0,0,0.01116217789625272,0.00013013698630136986,0.0,0,0.00013013698630136986,4.555538851913098e-06,0.0,0,4.555538851913098e-06,0,0,0.0,0.0,0.0
