FECHA,<=30M,<=30F,<=30,31-40M,31-40F,31-40,41-50M,41-50F,41-50,51-60M,51-60F,51-60,61-70M,61-70F,61-70,71-80M,71-80F,71-80,81-90M,81-90F,81-90,>=91M,>=91F,>=91,TotalM,TotalF,Total,DelayCount,CumDelay,DelayAvg
2020-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,44,44.0
2020-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,5,5.0
2020-03-21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3,3,55,18.333333333333332
2020-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,52,52.0
2020-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,28,28.0
2020-03-25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,3,0,1,1,2,3,5,4,40,10.0
2020-03-26,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,3,0,3,3,36,12.0
2020-03-27,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,52,26.0
2020-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,2,34,17.0
2020-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-03-30,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,2,0,0,0,0,1,1,4,1,5,5,105,21.0
2020-03-31,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,3,0,1,1,0,0,0,3,2,5,5,85,17.0
2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,42,21.0
2020-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,2,3,1,4,4,38,9.5
2020-04-03,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,3,4,4,60,15.0
2020-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,12,12.0
2020-04-05,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,1,3,2,5,2.5
2020-04-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,2,2,24,12.0
2020-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,1,2,3,2,10,5.0
2020-04-08,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,2,1,3,3,28,9.333333333333334
2020-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,2,16,8.0
2020-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-04-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,0,0,0,3,1,4,2,41,20.5
2020-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-04-17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,5,0,1,1,3,5,8,7,151,21.571428571428573
2020-04-18,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,3,0,2,2,2,5,7,7,104,14.857142857142858
2020-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,
2020-04-20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,1,3,3,32,10.666666666666666
2020-04-21,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2,1,3,4,5,3,8,7,75,10.714285714285714
2020-04-22,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,3,4,1,2,3,1,3,4,5,8,13,13,165,12.692307692307692
2020-04-23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4,3,0,3,0,3,3,6,6,12,12,193,16.083333333333332
2020-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,2,2,4,4,44,11.0
2020-04-25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,2,3,3,49,16.333333333333332
2020-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-04-27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,3,1,4,0,1,1,5,2,7,6,191,31.833333333333332
2020-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,2,3,3,55,18.333333333333332
2020-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,14,14.0
2020-04-30,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,35,35.0
2020-05-01,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,2,1,3,3,10,3.3333333333333335
2020-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,40,40.0
2020-05-03,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,3,0,3,2,73,36.5
2020-05-04,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,1,2,3,3,90,30.0
2020-05-05,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,3,0,3,0,2,2,5,3,8,8,149,18.625
2020-05-06,0,0,0,0,0,0,1,0,1,0,0,0,2,1,3,0,0,0,1,1,2,1,1,2,5,3,8,8,137,17.125
2020-05-07,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,1,0,1,0,2,2,3,3,6,6,92,15.333333333333334
2020-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,7,7.0
2020-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,2,2,34,17.0
2020-05-10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,5,5.0
2020-05-11,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,3,3,134,44.666666666666664
2020-05-12,0,0,0,1,0,1,0,0,0,2,1,3,2,1,3,1,3,4,0,1,1,1,1,2,7,7,14,13,301,23.153846153846153
2020-05-13,0,0,0,1,0,1,0,0,0,0,1,1,2,0,2,0,0,0,0,1,1,0,2,2,3,4,7,7,200,28.571428571428573
2020-05-14,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,1,2,0,1,1,0,0,0,4,2,6,6,204,34.0
2020-05-15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,2,1,4,5,5,25,5.0
2020-05-16,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,2,1,3,0,1,1,0,3,3,4,7,11,10,278,27.8
2020-05-17,0,1,1,0,0,0,0,1,1,3,0,3,1,0,1,1,1,2,2,2,4,0,0,0,7,5,12,8,136,17.0
2020-05-18,0,0,0,1,0,1,1,0,1,2,0,2,2,1,3,2,1,3,0,0,0,0,0,0,8,2,10,9,125,13.88888888888889
2020-05-19,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2,2,1,0,1,3,2,5,5,36,7.2
2020-05-20,0,1,1,1,0,1,0,1,1,3,1,4,1,0,1,1,1,2,2,2,4,0,0,0,8,6,14,14,215,15.357142857142858
2020-05-21,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,1,1,0,1,1,0,3,3,3,5,8,8,138,17.25
2020-05-22,0,0,0,0,0,0,0,0,0,3,0,3,1,2,3,0,0,0,0,0,0,0,0,0,4,2,6,6,56,9.333333333333334
2020-05-23,0,0,0,0,0,0,3,0,3,2,0,2,1,0,1,0,0,0,2,4,6,0,1,1,8,5,13,11,129,11.727272727272727
2020-05-24,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,3,2,5,5,187,37.4
2020-05-25,0,0,0,0,0,0,0,1,1,1,0,1,1,2,3,1,4,5,1,1,2,1,0,1,5,8,13,10,142,14.2
2020-05-26,0,0,0,0,0,0,0,0,0,4,2,6,2,1,3,1,1,2,0,3,3,2,0,2,9,7,16,15,184,12.266666666666667
2020-05-27,0,0,0,0,0,0,2,1,3,0,0,0,1,0,1,3,3,6,1,2,3,0,1,1,7,7,14,14,213,15.214285714285714
2020-05-28,0,0,0,2,0,2,0,1,1,2,2,4,1,0,1,1,6,7,4,5,9,3,8,11,13,22,35,34,575,16.91176470588235
2020-05-29,0,0,0,0,0,0,2,1,3,0,0,0,2,0,2,2,3,5,2,6,8,0,2,2,8,12,20,17,327,19.235294117647058
2020-05-30,0,0,0,0,0,0,1,0,1,3,0,3,0,0,0,2,1,3,1,0,1,1,0,1,8,1,9,9,129,14.333333333333334
2020-05-31,0,0,0,0,0,0,1,0,1,1,2,3,0,0,0,4,1,5,3,2,5,1,0,1,10,5,15,13,187,14.384615384615385
2020-06-01,0,0,0,1,0,1,0,1,1,2,0,2,0,1,1,1,1,2,3,2,5,0,0,0,7,5,12,11,164,14.909090909090908
2020-06-02,1,0,1,0,0,0,1,2,3,1,1,2,6,0,6,2,2,4,1,2,3,2,3,5,14,10,24,20,419,20.95
2020-06-03,0,0,0,0,0,0,1,1,2,4,1,5,4,1,5,3,1,4,1,1,2,0,0,0,13,5,18,15,165,11.0
2020-06-04,0,0,0,1,0,1,0,0,0,1,1,2,3,1,4,3,3,6,0,2,2,3,4,7,11,11,22,22,394,17.90909090909091
2020-06-05,0,1,1,0,0,0,0,0,0,1,1,2,4,2,6,5,5,10,2,3,5,0,2,2,12,14,26,25,536,21.44
2020-06-06,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,1,4,1,6,7,1,3,4,8,10,18,17,372,21.88235294117647
2020-06-07,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,2,2,3,5,8,0,2,2,6,9,15,14,274,19.571428571428573
2020-06-08,0,0,0,2,0,2,2,0,2,1,0,1,0,1,1,5,3,8,5,0,5,0,2,2,15,6,21,19,225,11.842105263157896
2020-06-09,0,0,0,1,1,2,0,1,1,2,0,2,0,3,3,2,0,2,2,2,4,0,3,3,7,10,17,17,280,16.470588235294116
2020-06-10,0,0,0,0,0,0,0,1,1,2,1,3,2,1,3,4,1,5,1,8,9,1,3,4,10,15,25,23,419,18.217391304347824
2020-06-11,0,0,0,0,0,0,2,0,2,4,0,4,3,2,5,2,3,5,1,3,4,0,3,3,12,11,23,22,374,17.0
2020-06-12,0,0,0,1,0,1,1,0,1,4,1,5,1,2,3,7,0,7,3,0,3,1,2,3,18,5,23,21,302,14.380952380952381
2020-06-13,0,1,1,0,0,0,0,2,2,2,1,3,3,0,3,2,4,6,1,5,6,0,4,4,8,17,25,24,327,13.625
2020-06-14,0,0,0,0,0,0,1,0,1,0,1,1,3,0,3,2,1,3,2,4,6,0,2,2,8,8,16,12,204,17.0
2020-06-15,0,0,0,0,0,0,0,1,1,0,0,0,3,1,4,0,4,4,0,1,1,3,0,3,6,7,13,12,290,24.166666666666668
2020-06-16,1,0,1,1,0,1,1,0,1,4,0,4,2,3,5,8,2,10,1,2,3,0,3,3,18,10,28,25,503,20.12
2020-06-17,2,0,2,0,0,0,1,0,1,0,3,3,5,1,6,8,2,10,2,5,7,1,2,3,19,13,32,28,400,14.285714285714286
2020-06-18,0,0,0,2,1,3,3,0,3,3,1,4,2,1,3,1,2,3,5,1,6,1,1,2,17,7,24,21,287,13.666666666666666
2020-06-19,0,0,0,1,0,1,0,0,0,2,2,4,4,4,8,5,4,9,6,1,7,0,8,8,18,19,37,34,667,19.61764705882353
2020-06-20,0,0,0,1,0,1,0,0,0,2,1,3,1,4,5,7,4,11,3,3,6,2,3,5,16,15,31,29,404,13.931034482758621
2020-06-21,0,0,0,0,1,1,1,1,2,1,0,1,4,1,5,3,2,5,1,4,5,0,5,5,10,14,24,24,421,17.541666666666668
2020-06-22,0,1,1,1,0,1,2,0,2,0,1,1,5,5,10,6,3,9,8,6,14,1,1,2,23,17,40,33,416,12.606060606060606
2020-06-23,0,0,0,1,0,1,1,0,1,4,1,5,1,2,3,6,1,7,8,7,15,3,3,6,24,14,38,37,672,18.16216216216216
2020-06-24,0,0,0,0,0,0,0,2,2,2,1,3,3,2,5,5,1,6,5,4,9,1,6,7,16,16,32,32,441,13.78125
2020-06-25,0,0,0,0,0,0,2,1,3,3,0,3,7,5,12,2,2,4,5,8,13,1,4,5,20,20,40,37,529,14.297297297297296
2020-06-26,0,0,0,0,0,0,0,2,2,3,1,4,2,2,4,6,0,6,2,4,6,1,3,4,14,12,26,22,432,19.636363636363637
2020-06-27,0,0,0,0,0,0,1,0,1,1,1,2,4,2,6,1,2,3,3,3,6,2,3,5,12,11,23,22,265,12.045454545454545
2020-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,5,7,12,1,4,5,8,14,22,21,229,10.904761904761905
2020-06-29,0,1,1,0,0,0,0,0,0,2,0,2,3,2,5,4,5,9,10,7,17,1,3,4,20,18,38,38,582,15.31578947368421
2020-06-30,0,0,0,0,0,0,1,1,2,4,3,7,9,3,12,7,5,12,5,8,13,2,8,10,28,28,56,53,839,15.830188679245284
2020-07-01,0,0,0,0,0,0,1,1,2,2,1,3,3,0,3,3,2,5,12,4,16,2,3,5,23,11,34,32,517,16.15625
2020-07-02,0,0,0,0,1,1,2,0,2,2,0,2,6,2,8,6,4,10,4,3,7,0,3,3,20,13,33,30,419,13.966666666666667
2020-07-03,0,0,0,0,1,1,0,1,1,2,0,2,5,1,6,5,6,11,2,12,14,1,2,3,15,23,38,38,458,12.052631578947368
2020-07-04,0,1,1,0,1,1,1,1,2,1,1,2,3,2,5,3,7,10,4,12,16,1,7,8,13,32,45,42,493,11.738095238095237
2020-07-05,0,1,1,0,1,1,0,0,0,4,1,5,3,5,8,2,5,7,5,10,15,2,4,6,16,27,43,40,562,14.05
2020-07-06,0,0,0,0,0,0,2,0,2,3,1,4,6,3,9,9,8,17,9,14,23,5,9,14,34,35,69,67,897,13.388059701492537
2020-07-07,0,0,0,1,0,1,0,0,0,2,0,2,11,1,12,11,7,18,8,8,16,3,5,8,36,21,57,51,743,14.568627450980392
2020-07-08,0,0,0,0,0,0,2,1,3,1,3,4,6,1,7,7,8,15,5,5,10,4,7,11,25,25,50,49,684,13.959183673469388
2020-07-09,0,1,1,0,0,0,1,1,2,0,0,0,3,1,4,8,4,12,5,10,15,2,4,6,19,21,40,36,505,14.027777777777779
2020-07-10,0,1,1,1,0,1,0,0,0,3,3,6,5,3,8,7,8,15,12,9,21,0,5,5,28,29,57,55,737,13.4
2020-07-11,0,1,1,2,0,2,1,0,1,0,0,0,6,0,6,3,2,5,2,8,10,1,6,7,15,17,32,30,485,16.166666666666668
2020-07-12,1,0,1,0,1,1,4,0,4,2,0,2,4,0,4,5,5,10,12,7,19,0,5,5,28,18,46,40,553,13.825
2020-07-13,0,0,0,0,0,0,0,1,1,1,3,4,6,0,6,7,9,16,8,5,13,2,11,13,24,29,53,48,564,11.75
2020-07-14,0,0,0,0,0,0,1,0,1,3,4,7,8,2,10,14,3,17,3,11,14,5,8,13,34,28,62,55,630,11.454545454545455
2020-07-15,0,1,1,1,1,2,3,0,3,1,0,1,8,1,9,11,5,16,7,11,18,2,6,8,33,25,58,55,753,13.690909090909091
2020-07-16,0,0,0,1,0,1,0,0,0,1,0,1,7,2,9,10,4,14,10,11,21,5,7,12,34,24,58,56,755,13.482142857142858
2020-07-17,1,0,1,0,1,1,3,0,3,4,1,5,10,2,12,5,5,10,13,11,24,2,13,15,38,33,71,66,820,12.424242424242424
2020-07-18,1,1,2,0,0,0,2,1,3,1,1,2,3,0,3,6,8,14,4,7,11,2,5,7,19,23,42,37,598,16.16216216216216
2020-07-19,0,0,0,0,0,0,1,0,1,1,1,2,2,0,2,4,2,6,9,12,21,5,4,9,22,19,41,39,506,12.974358974358974
2020-07-20,0,0,0,1,2,3,2,0,2,2,3,5,9,1,10,5,8,13,11,7,18,1,2,3,31,23,54,49,622,12.693877551020408
2020-07-21,3,0,3,0,0,0,2,0,2,2,0,2,13,5,18,9,3,12,7,13,20,1,9,10,37,30,67,63,924,14.666666666666666
2020-07-22,0,0,0,0,0,0,0,0,0,3,0,3,6,2,8,9,6,15,7,7,14,3,8,11,28,23,51,48,531,11.0625
2020-07-23,0,0,0,0,1,1,1,0,1,3,2,5,7,1,8,4,7,11,6,11,17,0,3,3,21,25,46,44,589,13.386363636363637
2020-07-24,0,0,0,0,0,0,3,0,3,3,1,4,6,2,8,5,4,9,8,15,23,2,4,6,27,26,53,51,699,13.705882352941176
2020-07-25,0,1,1,0,0,0,1,0,1,1,3,4,5,0,5,2,4,6,6,7,13,5,11,16,20,26,46,38,515,13.552631578947368
2020-07-26,1,0,1,1,0,1,2,1,3,0,0,0,3,0,3,5,6,11,11,7,18,1,5,6,24,19,43,41,663,16.170731707317074
2020-07-27,0,0,0,0,1,1,1,1,2,5,3,8,1,3,4,3,6,9,12,5,17,2,5,7,24,24,48,44,586,13.318181818181818
2020-07-28,0,1,1,0,0,0,1,1,2,2,2,4,6,3,9,8,8,16,11,11,22,0,5,5,28,31,59,57,866,15.192982456140351
2020-07-29,0,0,0,1,1,2,1,1,2,2,1,3,5,0,5,5,3,8,5,6,11,4,1,5,23,13,36,34,572,16.823529411764707
2020-07-30,0,0,0,0,0,0,4,3,7,0,0,0,2,1,3,5,4,9,4,9,13,2,5,7,17,22,39,37,457,12.35135135135135
2020-07-31,0,1,1,0,0,0,2,2,4,2,2,4,4,2,6,6,6,12,3,7,10,1,11,12,18,31,49,45,798,17.733333333333334
2020-08-01,0,0,0,0,0,0,2,1,3,2,1,3,3,2,5,3,4,7,6,6,12,2,5,7,18,19,37,34,641,18.852941176470587
